,height,weight,age,gender,fitness_goal,activity,cooking_skill,nationality,user
6349,163,60,31,Female,Lose Weight,LowActive,basic,Swedish,6349
6350,157,90,39,Female,Lose Weight,Active,advanced,Cajun & Creole,6350
6351,181,45,24,Male,Build Muscle,HighActive,advanced,American,6351
6352,145,65,31,Male,Build Muscle,Active,advanced,Thai,6352
6353,148,80,50,Male,Lose Weight,HighActive,intermediate,Moroccan,6353
6354,127,110,44,Male,Build Muscle,Sedentary,advanced,Thai,6354
6355,178,55,55,Female,Lose Weight,Sedentary,intermediate,Italian,6355
6356,184,90,21,Male,Build Muscle,HighActive,intermediate,American,6356
6357,175,40,32,Female,Build Muscle,Active,advanced,French,6357
6358,160,40,41,Male,Lose Weight,HighActive,intermediate,Asian,6358
6359,160,40,22,Male,Build Muscle,Sedentary,advanced,American,6359
6360,124,100,25,Male,Lose Weight,HighActive,advanced,Italian,6360
6361,166,75,24,Female,Build Muscle,LowActive,advanced,Chinese,6361
6362,142,65,30,Male,Build Muscle,Active,advanced,French,6362
6363,187,80,32,Male,Keep Fit,Active,basic,Cajun & Creole,6363
6364,121,75,53,Female,Keep Fit,LowActive,advanced,Indian,6364
6365,136,55,46,Female,Build Muscle,HighActive,advanced,Hungarian,6365
6366,142,80,42,Male,Lose Weight,LowActive,basic,Greek,6366
6367,160,50,40,Male,Keep Fit,Active,advanced,Italian,6367
6368,178,80,34,Female,Build Muscle,Active,basic,Moroccan,6368
6369,154,60,29,Male,Build Muscle,Sedentary,basic,Indian,6369
6370,133,45,27,Female,Build Muscle,Active,intermediate,American,6370
6371,184,80,40,Male,Keep Fit,Sedentary,intermediate,Hungarian,6371
6372,148,110,35,Male,Build Muscle,Active,advanced,English,6372
6373,169,100,31,Female,Lose Weight,Sedentary,intermediate,Greek,6373
6374,175,65,22,Female,Keep Fit,Sedentary,advanced,American,6374
6375,127,95,55,Female,Lose Weight,HighActive,intermediate,German,6375
6376,139,85,47,Female,Lose Weight,LowActive,basic,Italian,6376
6377,124,45,22,Male,Lose Weight,Active,basic,Greek,6377
6378,181,50,48,Male,Build Muscle,LowActive,intermediate,Mexican,6378
6379,139,80,44,Female,Keep Fit,LowActive,advanced,Japanese,6379
6380,139,80,26,Male,Lose Weight,LowActive,intermediate,English,6380
6381,145,85,45,Female,Lose Weight,LowActive,advanced,Greek,6381
6382,154,75,26,Female,Keep Fit,Active,intermediate,Mexican,6382
6383,190,85,56,Female,Build Muscle,LowActive,basic,Asian,6383
6384,169,80,28,Female,Build Muscle,LowActive,basic,Thai,6384
6385,166,100,26,Female,Keep Fit,HighActive,basic,English,6385
6386,130,50,53,Male,Lose Weight,HighActive,basic,Asian,6386
6387,139,75,30,Female,Keep Fit,HighActive,advanced,Mexican,6387
6388,172,110,47,Female,Lose Weight,Sedentary,advanced,Thai,6388
6389,175,90,60,Male,Keep Fit,Sedentary,basic,American,6389
6390,121,55,38,Male,Build Muscle,Sedentary,basic,Asian,6390
6391,184,65,25,Female,Lose Weight,Sedentary,advanced,Italian,6391
6392,169,80,46,Male,Build Muscle,Sedentary,basic,Cajun & Creole,6392
6393,169,100,22,Female,Lose Weight,Active,advanced,Hungarian,6393
6394,175,45,41,Female,Build Muscle,Active,intermediate,Irish,6394
6395,142,40,29,Female,Lose Weight,LowActive,intermediate,Thai,6395
6396,124,70,55,Female,Keep Fit,LowActive,advanced,Indian,6396
6397,151,60,55,Male,Build Muscle,Sedentary,basic,Mexican,6397
6398,148,90,31,Male,Keep Fit,LowActive,advanced,Thai,6398
6399,184,85,60,Female,Keep Fit,HighActive,basic,Hungarian,6399
6400,127,55,45,Female,Lose Weight,LowActive,intermediate,Swedish,6400
6401,166,65,48,Female,Build Muscle,Sedentary,intermediate,German,6401
6402,178,75,35,Male,Keep Fit,Active,intermediate,Hungarian,6402
6403,187,60,52,Female,Keep Fit,Active,advanced,Southern & Soul Food,6403
6404,181,65,28,Male,Lose Weight,HighActive,advanced,Swedish,6404
6405,175,90,36,Female,Build Muscle,Active,advanced,Indian,6405
6406,172,55,25,Male,Build Muscle,Active,basic,Spanish,6406
6407,130,105,39,Male,Lose Weight,Active,intermediate,Thai,6407
6408,121,100,37,Female,Lose Weight,LowActive,intermediate,Greek,6408
6409,121,100,27,Female,Build Muscle,HighActive,intermediate,Mediterranean,6409
6410,181,85,41,Male,Keep Fit,Sedentary,advanced,Italian,6410
6411,187,85,27,Male,Keep Fit,LowActive,advanced,Greek,6411
6412,145,95,58,Male,Keep Fit,HighActive,advanced,Mediterranean,6412
6413,151,50,48,Male,Lose Weight,LowActive,basic,Greek,6413
6414,160,50,44,Female,Lose Weight,HighActive,intermediate,Moroccan,6414
6415,169,50,44,Male,Build Muscle,Active,basic,Italian,6415
6416,157,100,51,Female,Build Muscle,HighActive,basic,Japanese,6416
6417,121,80,39,Female,Lose Weight,HighActive,basic,English,6417
6418,181,85,56,Male,Build Muscle,Sedentary,advanced,German,6418
6419,130,85,20,Female,Build Muscle,LowActive,advanced,Cuban,6419
6420,133,100,34,Male,Lose Weight,Active,advanced,French,6420
6421,190,100,49,Female,Keep Fit,HighActive,basic,Japanese,6421
6422,166,70,46,Male,Build Muscle,LowActive,basic,Italian,6422
6423,145,45,27,Male,Build Muscle,Active,advanced,Mexican,6423
6424,154,100,46,Male,Lose Weight,Active,intermediate,Cuban,6424
6425,175,110,34,Male,Keep Fit,Sedentary,intermediate,German,6425
6426,190,90,57,Male,Lose Weight,Active,advanced,Cuban,6426
6427,142,90,58,Male,Lose Weight,HighActive,intermediate,Asian,6427
6428,157,90,57,Male,Keep Fit,LowActive,basic,Japanese,6428
6429,172,95,47,Male,Build Muscle,Sedentary,intermediate,Asian,6429
6430,139,105,20,Male,Keep Fit,Active,intermediate,Hungarian,6430
6431,160,85,22,Female,Build Muscle,Active,basic,Indian,6431
6432,148,110,51,Male,Keep Fit,Active,basic,Greek,6432
6433,184,45,26,Female,Build Muscle,HighActive,basic,Italian,6433
6434,187,105,28,Male,Lose Weight,Active,advanced,Greek,6434
6435,190,65,27,Female,Lose Weight,HighActive,intermediate,Hungarian,6435
6436,121,45,50,Female,Lose Weight,LowActive,basic,Spanish,6436
6437,136,80,34,Female,Keep Fit,Active,advanced,Hungarian,6437
6438,124,45,36,Female,Build Muscle,HighActive,intermediate,Italian,6438
6439,169,60,41,Male,Keep Fit,HighActive,intermediate,Greek,6439
6440,124,85,44,Male,Lose Weight,LowActive,advanced,Southern & Soul Food,6440
6441,151,40,51,Male,Build Muscle,Sedentary,advanced,Southwestern,6441
6442,160,45,32,Male,Keep Fit,HighActive,advanced,Japanese,6442
6443,130,80,49,Female,Keep Fit,HighActive,advanced,Indian,6443
6444,181,105,21,Female,Lose Weight,Sedentary,basic,Southwestern,6444
6445,190,80,24,Female,Lose Weight,HighActive,advanced,Japanese,6445
6446,184,70,40,Female,Build Muscle,Sedentary,basic,Southern & Soul Food,6446
6447,175,40,49,Male,Build Muscle,LowActive,intermediate,Southern & Soul Food,6447
6448,157,100,37,Female,Build Muscle,LowActive,basic,Greek,6448
6449,121,55,48,Male,Lose Weight,LowActive,basic,Hungarian,6449
6450,142,55,53,Female,Lose Weight,HighActive,advanced,Cajun & Creole,6450
6451,187,105,24,Female,Lose Weight,LowActive,intermediate,Cuban,6451
6452,178,90,36,Female,Lose Weight,HighActive,advanced,Mediterranean,6452
6453,136,90,33,Female,Keep Fit,LowActive,advanced,Thai,6453
6454,139,95,46,Male,Build Muscle,LowActive,basic,Southern & Soul Food,6454
6455,145,95,27,Male,Lose Weight,LowActive,intermediate,French,6455
6456,184,95,24,Male,Keep Fit,LowActive,intermediate,Cajun & Creole,6456
6457,181,110,26,Female,Keep Fit,Sedentary,intermediate,American,6457
6458,145,70,49,Male,Build Muscle,Active,basic,Moroccan,6458
6459,121,110,28,Male,Build Muscle,Active,advanced,Greek,6459
6460,190,80,40,Female,Lose Weight,LowActive,basic,Irish,6460
6461,172,65,20,Female,Lose Weight,Sedentary,intermediate,English,6461
6462,142,105,23,Male,Build Muscle,Sedentary,advanced,Moroccan,6462
6463,145,65,54,Female,Lose Weight,HighActive,intermediate,Asian,6463
6464,127,100,23,Female,Build Muscle,LowActive,advanced,Moroccan,6464
6465,121,45,56,Male,Lose Weight,HighActive,basic,Southern & Soul Food,6465
6466,187,80,23,Female,Lose Weight,Active,advanced,Indian,6466
6467,172,85,41,Female,Keep Fit,HighActive,basic,Spanish,6467
6468,148,75,51,Female,Lose Weight,LowActive,basic,Moroccan,6468
6469,160,45,27,Female,Keep Fit,Active,intermediate,English,6469
6470,178,105,57,Female,Lose Weight,Active,intermediate,Chinese,6470
6471,124,60,22,Female,Lose Weight,LowActive,advanced,Swedish,6471
6472,139,70,46,Male,Build Muscle,LowActive,advanced,Mexican,6472
6473,175,50,56,Female,Build Muscle,Sedentary,intermediate,Thai,6473
6474,121,75,48,Female,Build Muscle,Active,intermediate,Japanese,6474
6475,145,85,30,Female,Keep Fit,Active,intermediate,Italian,6475
6476,175,40,57,Female,Lose Weight,HighActive,intermediate,Thai,6476
6477,157,95,32,Female,Keep Fit,Active,basic,Italian,6477
6478,163,110,43,Female,Build Muscle,Sedentary,advanced,Indian,6478
6479,145,105,22,Female,Keep Fit,Sedentary,advanced,Cuban,6479
6480,127,80,27,Male,Lose Weight,HighActive,intermediate,German,6480
6481,190,65,33,Female,Lose Weight,Active,advanced,Hungarian,6481
6482,184,40,51,Female,Lose Weight,Active,advanced,Italian,6482
6483,124,45,32,Male,Keep Fit,Active,advanced,Cuban,6483
6484,127,95,37,Male,Lose Weight,LowActive,advanced,Cajun & Creole,6484
6485,124,45,60,Female,Build Muscle,LowActive,advanced,Mexican,6485
6486,121,105,32,Male,Keep Fit,LowActive,advanced,Italian,6486
6487,133,75,55,Male,Build Muscle,Sedentary,basic,French,6487
6488,124,80,28,Female,Lose Weight,HighActive,intermediate,Asian,6488
6489,178,65,25,Female,Build Muscle,Sedentary,advanced,French,6489
6490,160,55,31,Male,Lose Weight,HighActive,advanced,Mexican,6490
6491,124,55,46,Female,Lose Weight,LowActive,intermediate,Southern & Soul Food,6491
6492,157,85,21,Male,Lose Weight,Sedentary,advanced,Irish,6492
6493,163,95,37,Male,Keep Fit,LowActive,intermediate,Cuban,6493
6494,172,80,41,Male,Build Muscle,LowActive,advanced,English,6494
6495,187,95,33,Female,Lose Weight,Sedentary,basic,Southern & Soul Food,6495
6496,142,70,23,Male,Keep Fit,HighActive,basic,Cuban,6496
6497,124,70,57,Female,Build Muscle,HighActive,basic,American,6497
6498,157,90,32,Female,Build Muscle,Sedentary,intermediate,Thai,6498
6499,175,40,20,Male,Keep Fit,Sedentary,advanced,Moroccan,6499
6500,124,90,52,Female,Lose Weight,Active,intermediate,Cajun & Creole,6500
6501,145,65,38,Female,Lose Weight,Active,basic,Mediterranean,6501
6502,160,95,33,Female,Lose Weight,LowActive,basic,Mediterranean,6502
6503,127,80,58,Male,Lose Weight,Active,advanced,English,6503
6504,121,70,27,Female,Keep Fit,Sedentary,basic,German,6504
6505,178,105,29,Female,Build Muscle,Sedentary,basic,Cajun & Creole,6505
6506,190,45,38,Female,Keep Fit,Active,advanced,Japanese,6506
6507,148,100,20,Male,Build Muscle,HighActive,advanced,American,6507
6508,157,65,49,Female,Build Muscle,HighActive,intermediate,Chinese,6508
6509,172,105,20,Male,Keep Fit,Active,intermediate,Japanese,6509
6510,166,85,45,Female,Build Muscle,LowActive,basic,German,6510
6511,190,95,58,Female,Lose Weight,HighActive,intermediate,Cuban,6511
6512,178,50,40,Male,Build Muscle,Sedentary,basic,Mediterranean,6512
6513,121,70,34,Female,Build Muscle,Sedentary,advanced,Chinese,6513
6514,127,55,52,Female,Keep Fit,HighActive,basic,French,6514
6515,148,40,27,Female,Build Muscle,HighActive,basic,German,6515
6516,184,85,33,Female,Build Muscle,Sedentary,intermediate,Mediterranean,6516
6517,175,40,24,Female,Lose Weight,HighActive,basic,Greek,6517
6518,163,110,22,Female,Keep Fit,Sedentary,intermediate,Spanish,6518
6519,139,75,46,Male,Build Muscle,Active,advanced,Mexican,6519
6520,130,45,44,Female,Lose Weight,LowActive,intermediate,Spanish,6520
6521,181,75,47,Female,Lose Weight,Active,basic,Mexican,6521
6522,139,90,38,Female,Lose Weight,Sedentary,basic,Cajun & Creole,6522
6523,148,110,43,Female,Build Muscle,Sedentary,basic,Chinese,6523
6524,178,95,30,Female,Keep Fit,HighActive,advanced,Spanish,6524
6525,127,45,36,Female,Build Muscle,Active,basic,German,6525
6526,142,100,59,Male,Lose Weight,Active,basic,German,6526
6527,187,105,31,Female,Lose Weight,HighActive,intermediate,Chinese,6527
6528,121,80,46,Female,Keep Fit,Active,basic,Southern & Soul Food,6528
6529,166,55,51,Female,Lose Weight,Active,basic,Greek,6529
6530,184,95,31,Male,Keep Fit,LowActive,intermediate,Cuban,6530
6531,130,45,49,Male,Build Muscle,LowActive,advanced,Indian,6531
6532,178,65,28,Female,Lose Weight,Active,intermediate,Swedish,6532
6533,163,45,41,Male,Build Muscle,LowActive,basic,Mediterranean,6533
6534,148,60,21,Male,Keep Fit,Sedentary,intermediate,Mediterranean,6534
6535,187,105,58,Female,Keep Fit,LowActive,basic,Southern & Soul Food,6535
6536,148,50,27,Female,Lose Weight,Sedentary,basic,Chinese,6536
6537,163,40,39,Female,Keep Fit,HighActive,advanced,French,6537
6538,175,65,39,Male,Keep Fit,LowActive,basic,Mexican,6538
6539,163,75,31,Female,Keep Fit,Active,basic,Spanish,6539
6540,121,80,37,Female,Lose Weight,HighActive,intermediate,Moroccan,6540
6541,157,105,50,Female,Keep Fit,Sedentary,basic,American,6541
6542,172,105,57,Male,Build Muscle,LowActive,intermediate,Cuban,6542
6543,175,100,24,Female,Keep Fit,LowActive,advanced,Greek,6543
6544,181,60,36,Female,Keep Fit,Sedentary,intermediate,Indian,6544
6545,133,60,21,Female,Build Muscle,Active,advanced,Moroccan,6545
6546,166,50,36,Male,Keep Fit,Sedentary,intermediate,Cuban,6546
6547,145,45,24,Female,Keep Fit,LowActive,advanced,German,6547
6548,169,85,30,Female,Lose Weight,LowActive,advanced,Italian,6548
6549,124,110,43,Male,Lose Weight,Sedentary,advanced,Moroccan,6549
6550,151,75,22,Female,Lose Weight,Active,intermediate,Hungarian,6550
6551,157,95,27,Male,Lose Weight,Sedentary,advanced,German,6551
6552,142,100,40,Male,Build Muscle,HighActive,intermediate,Chinese,6552
6553,154,60,32,Female,Build Muscle,Sedentary,basic,Chinese,6553
6554,127,50,30,Female,Build Muscle,LowActive,basic,Cuban,6554
6555,142,90,24,Male,Build Muscle,HighActive,advanced,German,6555
6556,166,45,33,Female,Lose Weight,Sedentary,basic,Cajun & Creole,6556
6557,154,100,20,Male,Keep Fit,LowActive,advanced,Thai,6557
6558,124,100,44,Female,Lose Weight,Sedentary,intermediate,Indian,6558
6559,190,55,36,Female,Build Muscle,Active,intermediate,Greek,6559
6560,160,80,22,Male,Lose Weight,LowActive,basic,Irish,6560
6561,178,45,20,Female,Build Muscle,Active,advanced,Greek,6561
6562,142,60,40,Male,Keep Fit,Sedentary,intermediate,Mediterranean,6562
6563,169,110,26,Male,Lose Weight,HighActive,basic,French,6563
6564,187,70,55,Female,Build Muscle,HighActive,intermediate,Cajun & Creole,6564
6565,148,55,46,Male,Build Muscle,LowActive,basic,Mexican,6565
6566,184,55,33,Male,Build Muscle,HighActive,intermediate,Japanese,6566
6567,121,70,55,Female,Keep Fit,LowActive,basic,Asian,6567
6568,178,95,32,Male,Keep Fit,LowActive,basic,Greek,6568
6569,190,110,52,Female,Keep Fit,Active,basic,American,6569
6570,127,70,34,Female,Lose Weight,HighActive,intermediate,Southwestern,6570
6571,142,55,20,Male,Lose Weight,LowActive,basic,Moroccan,6571
6572,136,65,28,Female,Lose Weight,Active,advanced,Cuban,6572
6573,178,100,58,Female,Build Muscle,LowActive,intermediate,Greek,6573
6574,151,50,53,Male,Keep Fit,LowActive,basic,Southwestern,6574
6575,160,70,42,Male,Keep Fit,Sedentary,intermediate,Asian,6575
6576,187,95,29,Male,Build Muscle,Active,intermediate,Cuban,6576
6577,130,60,20,Male,Keep Fit,LowActive,advanced,Asian,6577
6578,127,70,49,Male,Keep Fit,Sedentary,advanced,Chinese,6578
6579,127,110,33,Female,Lose Weight,HighActive,advanced,English,6579
6580,124,75,34,Male,Build Muscle,Active,basic,Japanese,6580
6581,163,100,53,Male,Keep Fit,LowActive,intermediate,Hungarian,6581
6582,178,100,31,Female,Build Muscle,LowActive,advanced,German,6582
6583,169,45,31,Male,Build Muscle,HighActive,intermediate,Irish,6583
6584,187,55,59,Female,Build Muscle,Active,basic,German,6584
6585,142,75,31,Male,Keep Fit,Active,basic,Swedish,6585
6586,184,110,28,Male,Keep Fit,HighActive,intermediate,Italian,6586
6587,148,95,48,Female,Lose Weight,HighActive,advanced,English,6587
6588,142,40,42,Male,Keep Fit,LowActive,advanced,English,6588
6589,160,55,47,Male,Build Muscle,Active,intermediate,Chinese,6589
6590,145,100,29,Female,Lose Weight,Sedentary,intermediate,American,6590
6591,187,90,32,Male,Lose Weight,HighActive,basic,Spanish,6591
6592,154,65,57,Female,Lose Weight,LowActive,intermediate,Cajun & Creole,6592
6593,139,105,53,Male,Lose Weight,LowActive,advanced,Swedish,6593
6594,124,80,38,Male,Keep Fit,Sedentary,basic,Japanese,6594
6595,172,110,27,Male,Keep Fit,LowActive,advanced,Mexican,6595
6596,124,100,32,Female,Lose Weight,Active,basic,Mediterranean,6596
6597,163,45,57,Female,Lose Weight,HighActive,basic,Mediterranean,6597
6598,163,100,22,Male,Keep Fit,Sedentary,intermediate,Japanese,6598
6599,154,105,60,Male,Keep Fit,Active,basic,Cuban,6599
6600,187,90,34,Male,Lose Weight,Active,advanced,Cuban,6600
6601,145,40,59,Male,Keep Fit,LowActive,basic,Italian,6601
6602,160,70,32,Male,Lose Weight,HighActive,basic,Irish,6602
6603,187,55,30,Male,Build Muscle,Active,basic,Greek,6603
6604,142,80,25,Male,Keep Fit,LowActive,advanced,German,6604
6605,169,85,33,Female,Build Muscle,HighActive,basic,Spanish,6605
6606,130,65,47,Male,Lose Weight,HighActive,advanced,Irish,6606
6607,172,70,28,Female,Keep Fit,HighActive,basic,Chinese,6607
6608,130,105,24,Female,Keep Fit,LowActive,advanced,Hungarian,6608
6609,172,105,44,Male,Keep Fit,LowActive,basic,Moroccan,6609
6610,166,75,60,Female,Build Muscle,Sedentary,advanced,Japanese,6610
6611,121,50,47,Male,Build Muscle,HighActive,advanced,Asian,6611
6612,136,105,33,Male,Lose Weight,LowActive,basic,German,6612
6613,130,100,42,Male,Build Muscle,Active,intermediate,Hungarian,6613
6614,160,55,24,Male,Lose Weight,Active,advanced,French,6614
6615,187,55,27,Female,Build Muscle,Sedentary,intermediate,Southern & Soul Food,6615
6616,151,95,29,Male,Keep Fit,LowActive,advanced,German,6616
6617,169,70,35,Male,Build Muscle,HighActive,intermediate,French,6617
6618,169,80,26,Male,Lose Weight,Sedentary,advanced,Mexican,6618
6619,181,40,58,Male,Keep Fit,HighActive,intermediate,Indian,6619
6620,142,60,46,Female,Build Muscle,LowActive,intermediate,Irish,6620
6621,184,70,39,Male,Lose Weight,LowActive,intermediate,Cajun & Creole,6621
6622,145,100,56,Female,Keep Fit,HighActive,basic,Italian,6622
6623,133,100,25,Female,Build Muscle,Active,intermediate,English,6623
6624,151,75,29,Male,Lose Weight,HighActive,intermediate,Chinese,6624
6625,148,80,30,Female,Lose Weight,HighActive,intermediate,Mexican,6625
6626,142,75,45,Female,Lose Weight,LowActive,intermediate,Japanese,6626
6627,130,55,24,Male,Build Muscle,Sedentary,intermediate,Italian,6627
6628,178,70,57,Female,Build Muscle,LowActive,advanced,American,6628
6629,169,70,51,Female,Lose Weight,Sedentary,basic,Asian,6629
6630,136,70,28,Female,Build Muscle,Active,intermediate,Hungarian,6630
6631,133,65,41,Female,Keep Fit,LowActive,basic,Southern & Soul Food,6631
6632,127,60,20,Female,Keep Fit,HighActive,intermediate,French,6632
6633,160,100,34,Female,Lose Weight,LowActive,advanced,Chinese,6633
6634,121,40,57,Female,Keep Fit,Active,intermediate,Asian,6634
6635,130,85,22,Female,Lose Weight,HighActive,intermediate,Southern & Soul Food,6635
6636,184,60,31,Male,Build Muscle,Active,basic,American,6636
6637,154,85,53,Male,Build Muscle,HighActive,intermediate,Indian,6637
6638,121,65,57,Male,Keep Fit,Active,basic,Hungarian,6638
6639,151,100,38,Female,Build Muscle,LowActive,basic,Asian,6639
6640,172,45,31,Female,Lose Weight,Sedentary,advanced,Southern & Soul Food,6640
6641,133,55,23,Female,Lose Weight,HighActive,basic,Italian,6641
6642,133,95,59,Male,Keep Fit,Sedentary,advanced,Hungarian,6642
6643,160,100,56,Male,Build Muscle,Sedentary,advanced,Greek,6643
6644,166,50,31,Female,Lose Weight,Active,intermediate,Mexican,6644
6645,142,75,55,Female,Lose Weight,HighActive,advanced,Hungarian,6645
6646,136,90,45,Female,Build Muscle,Sedentary,intermediate,Moroccan,6646
6647,184,70,27,Male,Build Muscle,HighActive,intermediate,German,6647
6648,133,40,48,Male,Keep Fit,LowActive,intermediate,Southwestern,6648
6649,130,110,42,Female,Keep Fit,LowActive,intermediate,German,6649
6650,139,50,27,Male,Lose Weight,HighActive,intermediate,Southwestern,6650
6651,160,45,29,Male,Build Muscle,LowActive,intermediate,Irish,6651
6652,121,50,34,Male,Build Muscle,Sedentary,basic,English,6652
6653,184,90,42,Male,Build Muscle,LowActive,basic,Moroccan,6653
6654,157,60,34,Female,Build Muscle,Sedentary,basic,American,6654
6655,130,110,34,Male,Build Muscle,LowActive,advanced,Moroccan,6655
6656,127,95,54,Female,Keep Fit,LowActive,basic,Japanese,6656
6657,142,40,22,Male,Keep Fit,LowActive,basic,Thai,6657
6658,136,105,54,Male,Keep Fit,HighActive,basic,Southern & Soul Food,6658
6659,130,110,36,Female,Lose Weight,Sedentary,basic,American,6659
6660,166,50,44,Female,Build Muscle,Sedentary,advanced,German,6660
6661,160,55,26,Female,Lose Weight,LowActive,intermediate,Southwestern,6661
6662,181,80,60,Female,Lose Weight,HighActive,intermediate,Japanese,6662
6663,145,90,58,Female,Keep Fit,Active,advanced,Chinese,6663
6664,163,45,25,Male,Keep Fit,LowActive,basic,Southern & Soul Food,6664
6665,151,45,40,Male,Lose Weight,Active,basic,Spanish,6665
6666,157,65,47,Male,Keep Fit,HighActive,intermediate,Italian,6666
6667,169,50,21,Female,Lose Weight,Sedentary,intermediate,English,6667
6668,130,40,28,Female,Build Muscle,LowActive,intermediate,Mediterranean,6668
6669,154,95,27,Female,Lose Weight,Sedentary,basic,Irish,6669
6670,163,100,23,Male,Keep Fit,LowActive,intermediate,German,6670
6671,190,100,38,Female,Lose Weight,LowActive,advanced,Chinese,6671
6672,139,55,42,Male,Keep Fit,HighActive,intermediate,English,6672
6673,160,110,33,Male,Keep Fit,Active,basic,Hungarian,6673
6674,160,105,53,Female,Lose Weight,LowActive,advanced,Hungarian,6674
6675,157,85,37,Female,Lose Weight,Active,intermediate,Indian,6675
6676,139,55,32,Male,Lose Weight,Active,intermediate,Swedish,6676
6677,190,85,54,Female,Keep Fit,Sedentary,intermediate,Japanese,6677
6678,154,65,20,Male,Build Muscle,HighActive,intermediate,Mexican,6678
6679,175,105,22,Male,Lose Weight,HighActive,basic,Mexican,6679
6680,139,110,43,Female,Lose Weight,Active,advanced,Hungarian,6680
6681,190,60,52,Female,Keep Fit,HighActive,basic,Mexican,6681
6682,175,55,41,Female,Lose Weight,Active,intermediate,Mexican,6682
6683,154,85,28,Male,Build Muscle,Sedentary,basic,Cuban,6683
6684,190,40,49,Male,Build Muscle,HighActive,intermediate,Southern & Soul Food,6684
6685,151,85,36,Male,Build Muscle,HighActive,basic,Greek,6685
6686,145,80,48,Female,Keep Fit,Sedentary,advanced,Moroccan,6686
6687,160,65,43,Male,Build Muscle,Sedentary,intermediate,French,6687
6688,145,105,59,Male,Build Muscle,HighActive,basic,Irish,6688
6689,181,75,43,Female,Build Muscle,LowActive,basic,German,6689
6690,178,60,23,Male,Build Muscle,LowActive,advanced,Swedish,6690
6691,175,90,41,Female,Lose Weight,LowActive,advanced,Southwestern,6691
6692,169,65,42,Female,Lose Weight,LowActive,basic,Southern & Soul Food,6692
6693,178,60,33,Female,Keep Fit,HighActive,basic,Italian,6693
6694,139,80,41,Male,Lose Weight,Sedentary,basic,English,6694
6695,139,50,32,Male,Build Muscle,LowActive,basic,Cajun & Creole,6695
6696,175,50,48,Female,Keep Fit,Sedentary,basic,Irish,6696
6697,157,105,50,Female,Lose Weight,HighActive,intermediate,Southern & Soul Food,6697
6698,163,55,22,Female,Lose Weight,HighActive,basic,American,6698
6699,154,45,28,Male,Build Muscle,Active,basic,Greek,6699
6700,121,55,41,Male,Keep Fit,LowActive,intermediate,American,6700
6701,139,50,60,Male,Build Muscle,LowActive,intermediate,Italian,6701
6702,169,95,24,Male,Lose Weight,LowActive,basic,Mediterranean,6702
6703,142,80,20,Male,Keep Fit,Active,intermediate,Cajun & Creole,6703
6704,175,85,47,Male,Lose Weight,HighActive,basic,Swedish,6704
6705,190,100,26,Female,Keep Fit,LowActive,advanced,Greek,6705
6706,139,70,25,Male,Keep Fit,Active,advanced,Asian,6706
6707,166,85,36,Male,Keep Fit,Active,intermediate,Hungarian,6707
6708,136,55,24,Male,Lose Weight,Sedentary,basic,Southwestern,6708
6709,139,40,45,Male,Build Muscle,LowActive,basic,Italian,6709
6710,154,110,50,Female,Lose Weight,LowActive,intermediate,Japanese,6710
6711,187,90,55,Female,Keep Fit,HighActive,basic,Greek,6711
6712,148,55,55,Male,Keep Fit,LowActive,intermediate,American,6712
6713,145,65,26,Male,Lose Weight,Active,basic,Chinese,6713
6714,139,65,28,Female,Lose Weight,Active,intermediate,Italian,6714
6715,121,95,42,Male,Lose Weight,Active,advanced,Thai,6715
6716,184,95,54,Female,Build Muscle,LowActive,intermediate,German,6716
6717,130,70,41,Male,Build Muscle,LowActive,intermediate,German,6717
6718,139,95,23,Female,Lose Weight,Sedentary,basic,English,6718
6719,133,80,38,Male,Lose Weight,LowActive,intermediate,Indian,6719
6720,142,50,50,Female,Build Muscle,Active,intermediate,Greek,6720
6721,124,65,51,Male,Keep Fit,HighActive,basic,Italian,6721
6722,124,95,54,Female,Keep Fit,Sedentary,intermediate,Spanish,6722
6723,127,105,34,Male,Lose Weight,Active,advanced,English,6723
6724,190,55,32,Female,Keep Fit,Active,basic,Cuban,6724
6725,190,75,43,Female,Build Muscle,LowActive,intermediate,Japanese,6725
6726,124,60,35,Male,Keep Fit,Active,advanced,Asian,6726
6727,142,80,42,Male,Keep Fit,Sedentary,basic,Mexican,6727
6728,157,100,34,Male,Build Muscle,Sedentary,basic,Mexican,6728
6729,157,110,33,Male,Lose Weight,HighActive,basic,Asian,6729
6730,151,70,40,Male,Lose Weight,HighActive,intermediate,Mexican,6730
6731,181,105,56,Female,Lose Weight,Active,basic,Greek,6731
6732,145,60,55,Male,Build Muscle,Active,basic,German,6732
6733,166,105,29,Male,Lose Weight,HighActive,advanced,Japanese,6733
6734,142,95,33,Male,Build Muscle,HighActive,intermediate,Japanese,6734
6735,124,55,34,Female,Lose Weight,Active,intermediate,Southwestern,6735
6736,136,55,35,Female,Keep Fit,HighActive,intermediate,Asian,6736
6737,175,75,42,Male,Build Muscle,Active,advanced,Hungarian,6737
6738,163,60,57,Female,Lose Weight,HighActive,advanced,Italian,6738
6739,160,100,50,Female,Keep Fit,Active,basic,Irish,6739
6740,160,75,47,Female,Lose Weight,Active,basic,Chinese,6740
6741,148,70,40,Female,Build Muscle,LowActive,advanced,Japanese,6741
6742,142,85,52,Male,Build Muscle,Sedentary,intermediate,Southern & Soul Food,6742
